PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
02355240421;LOSARTAN E IDROCLOROTIAZIDE SUN;1;2020-03-01 00:00:04
00155670425;CARDURA;5;2020-03-01 00:00:16
02721500425;PIROXICAM SANDOZ GMBH;1;2020-03-01 00:00:17
03664141201;LEVOFLOXACINA GIT;3;2020-03-01 00:00:25
00900100421;IMATINIB MYLAN;1;2020-03-01 00:00:33
02516810427;KINOX;3;2020-03-01 00:00:35
00066360421;KRUXAGON;1;2020-03-01 00:00:46
01229120421;LEVOFLOXACINA TECNIGEN ITALIA;5;2020-03-01 00:00:57
01304610429;DILIVAS;5;2020-03-01 00:01:08
02769570421;PANTOPRAZOLO KRKA;2;2020-03-01 00:01:10
01541420426;FEVARIN;3;2020-03-01 00:01:20
01063290421;RASAGILINA AUROBINDO;1;2020-03-01 00:01:45
00108460429;MOBIC;3;2020-03-01 00:02:18
01574740427;ENTECAVIR TEVA;2;2020-03-01 00:02:27
02502470426;MONKASTA;3;2020-03-01 00:02:37
02549300420;LESCOL;3;2020-03-01 00:02:48
02552120426;BLUMIRTAX;3;2020-03-01 00:03:03
02412410421;CIPROXIN;2;2020-03-01 00:03:25
00162290423;CARVEDILOLO RATIOPHARM;3;2020-03-01 00:03:55
00992560425;OROTRE;5;2020-03-01 00:04:09
02804550420;VALSARTAN E IDROCLOROTIAZIDE TEVA;1;2020-03-01 00:04:17
00045190428;TELMISARTAN PENSA;5;2020-03-01 00:04:33
01304600420;GENALEN;4;2020-03-01 00:04:41
00936580422;ECUHEAD;5;2020-03-01 00:04:54
00176190429;PROSCAR;5;2020-03-01 00:05:37
00045360427;FINASTERIDE PENSA;1;2020-03-01 00:05:40
02513010427;CAPECITABINA MYLAN;2;2020-03-01 00:05:52
02542140427;TELMISARTAN SANDOZ;5;2020-03-01 00:06:16
02803660428;AMBRISENTAN ACCORD;2;2020-03-01 00:06:37
01577040429;AMIODAR;4;2020-03-01 00:06:40
01168600425;PIPERACILLINA E TAZOBACTAM IBIGEN;4;2020-03-01 00:06:42
00387550429;DILTIAZEM EG;4;2020-03-01 00:06:46
02067420428;NEBIVOLOLO SUN;3;2020-03-01 00:07:17
00171160427;ALENDRONATO E COLECALCIFEROLO ACCORD;4;2020-03-01 00:07:18
00156300428;ALFUZOSINA ZENTIVA;4;2020-03-01 00:07:50
02006840421;ISOTRETINOINA DIFA COOPER;2;2020-03-01 00:08:02
02374750428;CEFACLOR;1;2020-03-01 00:08:10
00135200426;DITROST;4;2020-03-01 00:08:29
02310740424;ENALAPRIL ALMUS;3;2020-03-01 00:08:37
00817700420;GASTRES;3;2020-03-01 00:08:38
00094720422;CORIXIL;2;2020-03-01 00:08:41
01430880425;DEFEROXAMINA NORIDEM;1;2020-03-01 00:08:56
02834420420;CITALOPRAM PENSA PHARMA;5;2020-03-01 00:09:28
02354140424;ALENDRONATO TEVA;3;2020-03-01 00:09:39
00194530424;CITALOPRAM AUROBINDO ITALIA;5;2020-03-01 00:09:41
00156670424;METOTHER;2;2020-03-01 00:09:45
01977970431;EPLERENONE MYLAN;5;2020-03-01 00:09:53
00106410426;CITALOPRAM;3;2020-03-01 00:10:26
00008080426;LETROZOLO SUN;2;2020-03-01 00:10:44
01327770424;TELMISARTAN E IDROCLOROTIAZIDE PENSA;3;2020-03-01 00:11:32
00032630428;PREGABALIN AUROBINDO;3;2020-03-01 00:11:47
00935300426;CEFTRIAXONE PHARMACARE;3;2020-03-01 00:12:22
01325090429;KROVANEG;5;2020-03-01 00:12:33
01165430420;PIPERACILLINA E TAZOBACTAM MYLAN GENERICS;2;2020-03-01 00:12:59
01591190424;ENTECAVIR SANDOZ;4;2020-03-01 00:13:11
02535540427;ALGIMESIL;2;2020-03-01 00:13:31
00035600428;MOXONIDINA MYLAN GENERICS;2;2020-03-01 00:14:44
02310080425;RISPERDAL;4;2020-03-01 00:14:53
02077490429;SEQUACOR;5;2020-03-01 00:15:04
01331160422;LAMIVUDINA TEVA;5;2020-03-01 00:15:07
01327200422;ROSUVASTATINA ABC;4;2020-03-01 00:15:09
01131570424;RABEPRAZOLO ZENTIVA;1;2020-03-01 00:15:21
00724440425;IVABRADINA SANDOZ;4;2020-03-01 00:15:31
02354850428;ALLOPURINOLO TEVA ITALIA;1;2020-03-01 00:16:01
02484020421;PRAVASTATINA ARISTO;4;2020-03-01 00:16:36
02364740429;SAIDOX;5;2020-03-01 00:16:40
02258310792;NEBIVOLOLO TECNIGEN;2;2020-03-01 00:16:48
01141950426;LATANOPROST ZENTIVA;5;2020-03-01 00:16:53
02298560422;DICLOREUM;4;2020-03-01 00:17:07
02404410421;KLUGEN;2;2020-03-01 00:17:45
02832700427;LEVOTIROXINA ARISTO;3;2020-03-01 00:18:07
01148790429;LEVONIS;5;2020-03-01 00:18:32
02671260426;BENAZEPRIL EG;5;2020-03-01 00:18:35
01283660429;AERIUS;5;2020-03-01 00:18:48
00093530426;FRISTAMIN;5;2020-03-01 00:18:54
00005280425;ANNISTER;2;2020-03-01 00:19:11
01431020427;PIPERITAL;4;2020-03-01 00:19:11
02220640425;VALSARTAN E IDROCLOROTIAZIDE HCS;3;2020-03-01 00:19:18
01341060422;VENTOLIN;2;2020-03-01 00:19:34
02841830421;IOPIZE;1;2020-03-01 00:19:40
02691810424;DONEPEZIL MYLAN GENERICS;4;2020-03-01 00:20:02
02540740426;OMEPRAZOLO TEVA;4;2020-03-01 00:20:13
01573100680;LUNIBRON;3;2020-03-01 00:20:46
02206830420;VORICONAZOLO TEVA;3;2020-03-01 00:21:03
02715180424;LANSOPRAZOLO HEXAL;1;2020-03-01 00:21:07
02745270427;ROSUVASTATINA E EZETIMIBE DOC;4;2020-03-01 00:21:11
00011270428;RAMIPRIL E IDROCLOROTIAZIDE SUN;5;2020-03-01 00:21:19
02204580423;ATENOLOLO ZENTIVA;5;2020-03-01 00:21:25
02681060428;PIPERITAL;4;2020-03-01 00:21:42
02531230429;MICARDIS;3;2020-03-01 00:21:49
01177630241;EFESTAD;3;2020-03-01 00:21:59
02016730422;LASTAFRY;4;2020-03-01 00:22:00
02483570426;SIMVASTATINA TEVA ITALIA;4;2020-03-01 00:22:24
00109450429;OLANZAPINA ZENTIVA;3;2020-03-01 00:22:26
01422920429;DELTAZIME;2;2020-03-01 00:22:32
02813870421;ESCITALOPRAM PENSA;2;2020-03-01 00:23:11
02658310608;LOPID;4;2020-03-01 00:23:15
02631650427;RISEDRONATO ACCORDPHARMA;3;2020-03-01 00:23:19
02772230427;IOPIZE;5;2020-03-01 00:23:38
00063480420;ANAGRELIDE AUROBINDO;4;2020-03-01 00:23:48
02401720426;TAMOXENE;3;2020-03-01 00:24:05
02045340425;ACARBOSIO TECNIGEN;4;2020-03-01 00:24:18
02092440425;DONEPEZIL ZENTIVA;5;2020-03-01 00:24:33
02402620427;BRINZOLAMIDE E TIMOLOLO EG;4;2020-03-01 00:25:06
01404240416;PARACALCITOLO TEVA ITALIA;4;2020-03-01 00:26:18
02490060429;CANDESARTAN HCS;3;2020-03-01 00:26:23
02263620425;LEVOFLOXACINA KRKA;4;2020-03-01 00:27:18
01310900426;AMLODIPINA BLUEFISH;1;2020-03-01 00:27:22
00590320420;ZANIPRIL;4;2020-03-01 00:27:29
02346020429;RABEPRAZOLO KRKA;1;2020-03-01 00:27:37
02656300429;BENUR;1;2020-03-01 00:28:13
00735730426;TELMISARTAN MYLAN;4;2020-03-01 00:28:17
02537820421;ATENOLOLO CLORTALIDONE MYLAN GENERICS;4;2020-03-01 00:28:27
02450050410;NEBIVOLOLO DOC;5;2020-03-01 00:29:01
01492540420;NECLORAL;1;2020-03-01 00:29:22
02528570423;BICALUTAMIDE EUROGENERICI;5;2020-03-01 00:29:29
00516270428;IRBESARTAN EG;1;2020-03-01 00:29:47
02217820428;KETOROLAC PENSA;4;2020-03-01 00:30:02
02323720421;LOSARTAN AUROBINDO;2;2020-03-01 00:30:09
02420690428;SIMVASTATINA DOC;2;2020-03-01 00:30:19
02603280427;NEOLOTAN;3;2020-03-01 00:30:19
01553010420;CITESINT;4;2020-03-01 00:30:25
02809570423;LUKANOF;5;2020-03-01 00:30:29
02550040428;FOSINOPRIL IDROCLOROTIAZIDE DOC GENERICI;2;2020-03-01 00:30:56
02309280416;SEVELAMER EUROGENERICI;2;2020-03-01 00:31:23
01008100420;CALCIPOTRIOLO SANDOZ;4;2020-03-01 00:31:36
02722250426;FLUOXETINA DOC GENERICI;4;2020-03-01 00:31:37
01163790429;PROSCAR;3;2020-03-01 00:32:31
00090010422;OLMESARTAN E IDROCLOROTIAZIDE SANDOZ;5;2020-03-01 00:32:35
00887830420;TELFAST;2;2020-03-01 00:32:45
00992280420;EZETIMIBE AUROBINDO;2;2020-03-01 00:32:47
00177570439;INASAL;5;2020-03-01 00:33:10
02284270424;POSMOX;3;2020-03-01 00:33:58
00160090429;AMALESS;2;2020-03-01 00:33:59
02286900424;ALFUZOSINA PENSA;5;2020-03-01 00:34:06
02537240422;LIPONORM;2;2020-03-01 00:34:39
00375220423;CELECOXIB AUROBINDO;3;2020-03-01 00:34:40
00205200421;EZETROL;2;2020-03-01 00:34:56
02462410420;TELFAST;4;2020-03-01 00:35:06
01385890429;TARGET;5;2020-03-01 00:35:08
01099500421;FENADOL;3;2020-03-01 00:35:29
02303900423;SOTALOLO;5;2020-03-01 00:35:34
02536680420;NEBULCORT;3;2020-03-01 00:35:55
02458200421;ZANEDIP;3;2020-03-01 00:36:03
02487090421;FERRO GLUCONATO;5;2020-03-01 00:36:42
02052850423;NAPROXENE GIT;4;2020-03-01 00:37:41
02770160428;LOVASTATINA DOC;4;2020-03-01 00:37:54
00371300427;TRAVATAN;4;2020-03-01 00:37:55
00446160426;ALIFLUS;1;2020-03-01 00:38:25
00752170423;NEBISCON;4;2020-03-01 00:38:28
